Type,School Year,County,District,School,Agency Name,Dropout Rate,DataAsOf
DI,20102011,21,0025,000,BROKEN BOW PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,21,0025,000,BROKEN BOW PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,21,0025,000,BROKEN BOW PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,21,0025,000,BROKEN BOW PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,21,0025,000,BROKEN BOW PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,21,0044,000,ANSLEY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,21,0044,000,ANSLEY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,21,0044,000,ANSLEY PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,21,0044,000,ANSLEY PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,21,0044,000,ANSLEY PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,21,0084,000,SARGENT PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,21,0084,000,SARGENT PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,21,0084,000,SARGENT PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,21,0084,000,SARGENT PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,21,0084,000,SARGENT PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,21,0089,000,ARNOLD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,21,0089,000,ARNOLD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,21,0089,000,ARNOLD PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,21,0089,000,ARNOLD PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,21,0089,000,ARNOLD PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,21,0180,000,CALLAWAY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,21,0180,000,CALLAWAY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,21,0180,000,CALLAWAY PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,21,0180,000,CALLAWAY PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,21,0180,000,CALLAWAY PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,22,0011,000,SO SIOUX CITY COMMUNITY SCHS,0.0131,11/09/2012
DI,20112012,22,0011,000,SO SIOUX CITY COMMUNITY SCHS,0.0149,11/09/2012
DI,20132014,22,0011,000,SO SIOUX CITY COMMUNITY SCHS,0.0057,11/17/2014
DI,20142015,22,0011,000,SO SIOUX CITY COMMUNITY SCHS,0.0084,11/13/2015
DI,20152016,22,0011,000,SO SIOUX CITY COMMUNITY SCHS,0.0120,12/02/2016
DI,20102011,22,0031,000,HOMER COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20112012,22,0031,000,HOMER COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20132014,22,0031,000,HOMER COMMUNITY SCHOOLS,-1.0000,11/17/2014
DI,20142015,22,0031,000,HOMER COMMUNITY SCHOOLS,-1.0000,11/13/2015
DI,20152016,22,0031,000,HOMER COMMUNITY SCHOOLS,-1.0000,12/02/2016
DI,20102011,23,0002,000,CHADRON PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,23,0002,000,CHADRON PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,23,0002,000,CHADRON PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,23,0002,000,CHADRON PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,23,0002,000,CHADRON PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,23,0071,000,CRAWFORD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,23,0071,000,CRAWFORD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,23,0071,000,CRAWFORD PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,23,0071,000,CRAWFORD PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,23,0071,000,CRAWFORD PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,24,0001,000,LEXINGTON PUBLIC SCHOOLS,0.0221,11/09/2012
DI,20112012,24,0001,000,LEXINGTON PUBLIC SCHOOLS,0.0160,11/09/2012
DI,20132014,24,0001,000,LEXINGTON PUBLIC SCHOOLS,0.0221,11/17/2014
DI,20142015,24,0001,000,LEXINGTON PUBLIC SCHOOLS,0.0081,11/13/2015
DI,20152016,24,0001,000,LEXINGTON PUBLIC SCHOOLS,0.0185,12/02/2016
DI,20102011,24,0004,000,OVERTON PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,24,0004,000,OVERTON PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,24,0004,000,OVERTON PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,24,0004,000,OVERTON PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,24,0004,000,OVERTON PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,24,0011,000,COZAD CITY SCHOOLS,-1.0000,11/09/2012
DI,20112012,24,0011,000,COZAD COMMUNITY SCHOOLS,-1.0000,11/09/2012
DI,20132014,24,0011,000,COZAD COMMUNITY SCHOOLS,-1.0000,11/17/2014
DI,20142015,24,0011,000,COZAD COMMUNITY SCHOOLS,-1.0000,11/13/2015
DI,20152016,24,0011,000,COZAD COMMUNITY SCHOOLS,-1.0000,12/02/2016
DI,20102011,24,0020,000,GOTHENBURG PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,24,0020,000,GOTHENBURG PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,24,0020,000,GOTHENBURG PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,24,0020,000,GOTHENBURG PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,24,0020,000,GOTHENBURG PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,24,0101,000,SUMNER-EDDYVILLE-MILLER SCHS,-1.0000,11/09/2012
DI,20112012,24,0101,000,SUMNER-EDDYVILLE-MILLER SCHS,-1.0000,11/09/2012
DI,20132014,24,0101,000,SUMNER-EDDYVILLE-MILLER SCHS,-1.0000,11/17/2014
DI,20142015,24,0101,000,SUMNER-EDDYVILLE-MILLER SCHS,-1.0000,11/13/2015
DI,20152016,24,0101,000,SUMNER-EDDYVILLE-MILLER SCHS,-1.0000,12/02/2016
DI,20102011,25,0025,000,CREEK VALLEY SCHOOLS,-1.0000,11/09/2012
DI,20112012,25,0025,000,CREEK VALLEY SCHOOLS,-1.0000,11/09/2012
DI,20132014,25,0025,000,CREEK VALLEY SCHOOLS,-1.0000,11/17/2014
DI,20142015,25,0025,000,CREEK VALLEY SCHOOLS,-1.0000,11/13/2015
DI,20152016,25,0025,000,CREEK VALLEY SCHOOLS,-1.0000,12/02/2016
DI,20102011,25,0095,000,SOUTH PLATTE PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,25,0095,000,SOUTH PLATTE PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,25,0095,000,SOUTH PLATTE PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,25,0095,000,SOUTH PLATTE PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,25,0095,000,SOUTH PLATTE PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,26,0001,000,PONCA PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,26,0001,000,PONCA PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,26,0001,000,PONCA PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,26,0001,000,PONCA PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,26,0001,000,PONCA PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20102011,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,-1.0000,11/09/2012
DI,20112012,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,-1.0000,11/09/2012
DI,20132014,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,-1.0000,11/17/2014
DI,20142015,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,-1.0000,11/13/2015
DI,20152016,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,-1.0000,12/02/2016
DI,20102011,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,27,0001,000,FREMONT PUBLIC SCHOOLS,0.0167,11/09/2012
DI,20112012,27,0001,000,FREMONT PUBLIC SCHOOLS,0.0249,11/09/2012
DI,20132014,27,0001,000,FREMONT PUBLIC SCHOOLS,0.0145,11/17/2014
DI,20142015,27,0001,000,FREMONT PUBLIC SCHOOLS,0.0203,11/13/2015
DI,20152016,27,0001,000,FREMONT PUBLIC SCHOOLS,0.0199,12/02/2016
DI,20102011,27,0046,000,DODGE PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20102011,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,-1.0000,11/09/2012
DI,20112012,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,-1.0000,11/09/2012
DI,20132014,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,-1.0000,11/17/2014
DI,20142015,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,-1.0000,11/13/2015
DI,20152016,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,-1.0000,12/02/2016
DI,20102011,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,-1.0000,11/09/2012
DI,20112012,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,-1.0000,11/09/2012
DI,20132014,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,-1.0000,11/17/2014
DI,20142015,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,-1.0000,11/13/2015
DI,20152016,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,-1.0000,12/02/2016
DI,20102011,28,0001,000,OMAHA PUBLIC SCHOOLS,0.0290,11/09/2012
DI,20112012,28,0001,000,OMAHA PUBLIC SCHOOLS,0.0384,11/09/2012
DI,20132014,28,0001,000,OMAHA PUBLIC SCHOOLS,0.0253,11/17/2014
DI,20142015,28,0001,000,OMAHA PUBLIC SCHOOLS,0.0262,11/13/2015
DI,20152016,28,0001,000,OMAHA PUBLIC SCHOOLS,0.0281,12/02/2016
DI,20102011,28,0010,000,ELKHORN PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,28,0010,000,ELKHORN PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,28,0010,000,ELKHORN PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,28,0010,000,ELKHORN PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,28,0010,000,ELKHORN PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,28,0015,000,DOUGLAS CO WEST COMMUNITY SCHS,-1.0000,11/09/2012
DI,20112012,28,0015,000,DOUGLAS CO WEST COMMUNITY SCHS,-1.0000,11/09/2012
DI,20132014,28,0015,000,DOUGLAS CO WEST COMMUNITY SCHS,-1.0000,11/17/2014
DI,20142015,28,0015,000,DOUGLAS CO WEST COMMUNITY SCHS,-1.0000,11/13/2015
DI,20152016,28,0015,000,DOUGLAS CO WEST COMMUNITY SCHS,-1.0000,12/02/2016
DI,20102011,28,0017,000,MILLARD PUBLIC SCHOOLS,0.0056,11/09/2012
DI,20112012,28,0017,000,MILLARD PUBLIC SCHOOLS,0.0027,11/09/2012
DI,20132014,28,0017,000,MILLARD PUBLIC SCHOOLS,0.0052,11/17/2014
DI,20142015,28,0017,000,MILLARD PUBLIC SCHOOLS,0.0030,11/13/2015
DI,20152016,28,0017,000,MILLARD PUBLIC SCHOOLS,0.0028,12/02/2016
DI,20102011,28,0054,000,RALSTON PUBLIC SCHOOLS,0.0136,11/09/2012
DI,20112012,28,0054,000,RALSTON PUBLIC SCHOOLS,0.0117,11/09/2012
DI,20132014,28,0054,000,RALSTON PUBLIC SCHOOLS,0.0117,11/17/2014
DI,20142015,28,0054,000,RALSTON PUBLIC SCHOOLS,0.0130,11/13/2015
DI,20152016,28,0054,000,RALSTON PUBLIC SCHOOLS,0.0084,12/02/2016
DI,20102011,28,0059,000,BENNINGTON PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,28,0059,000,BENNINGTON PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,28,0059,000,BENNINGTON PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,28,0059,000,BENNINGTON PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,28,0059,000,BENNINGTON PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,28,0066,000,WESTSIDE COMMUNITY SCHOOLS,0.0073,11/09/2012
DI,20112012,28,0066,000,WESTSIDE COMMUNITY SCHOOLS,0.0078,11/09/2012
DI,20132014,28,0066,000,WESTSIDE COMMUNITY SCHOOLS,0.0073,11/17/2014
DI,20142015,28,0066,000,WESTSIDE COMMUNITY SCHOOLS,0.0041,11/13/2015
DI,20152016,28,0066,000,WESTSIDE COMMUNITY SCHOOLS,-1.0000,12/02/2016
DI,20102011,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,-1.0000,11/09/2012
DI,20112012,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,-1.0000,11/09/2012
DI,20132014,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,-1.0000,11/17/2014
DI,20142015,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,-1.0000,11/13/2015
DI,20152016,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,-1.0000,12/02/2016
DI,20102011,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,-1.0000,11/09/2012
DI,20112012,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,-1.0000,11/09/2012
DI,20132014,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,-1.0000,11/17/2014
DI,20142015,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,-1.0000,11/13/2015
DI,20152016,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,-1.0000,12/02/2016
DI,20102011,30,0054,000,SHICKLEY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,30,0054,000,SHICKLEY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,30,0054,000,SHICKLEY PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,30,0054,000,SHICKLEY PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,30,0054,000,SHICKLEY PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,31,0506,000,FRANKLIN PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,31,0506,000,FRANKLIN PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,31,0506,000,FRANKLIN PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,31,0506,000,FRANKLIN PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,31,0506,000,FRANKLIN PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,32,0046,000,MAYWOOD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,32,0046,000,MAYWOOD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,32,0046,000,MAYWOOD PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,32,0046,000,MAYWOOD PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,32,0046,000,MAYWOOD PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,32,0095,000,EUSTIS-FARNAM PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,32,0095,000,EUSTIS-FARNAM PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,32,0095,000,EUSTIS-FARNAM PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,32,0095,000,EUSTIS-FARNAM PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,32,0095,000,EUSTIS-FARNAM PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,32,0125,000,MEDICINE VALLEY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,32,0125,000,MEDICINE VALLEY PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,32,0125,000,MEDICINE VALLEY PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,32,0125,000,MEDICINE VALLEY PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,32,0125,000,MEDICINE VALLEY PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,33,0018,000,ARAPAHOE PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,33,0018,000,ARAPAHOE PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,33,0018,000,ARAPAHOE PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,33,0018,000,ARAPAHOE PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,33,0018,000,ARAPAHOE PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,33,0021,000,CAMBRIDGE PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,33,0021,000,CAMBRIDGE PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,33,0021,000,CAMBRIDGE PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,33,0021,000,CAMBRIDGE PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,33,0021,000,CAMBRIDGE PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,33,0540,000,SOUTHERN VALLEY SCHOOLS,-1.0000,11/09/2012
DI,20112012,33,0540,000,SOUTHERN VALLEY SCHOOLS,-1.0000,11/09/2012
DI,20132014,33,0540,000,SOUTHERN VALLEY SCHOOLS,-1.0000,11/17/2014
DI,20142015,33,0540,000,SOUTHERN VALLEY SCHOOLS,-1.0000,11/13/2015
DI,20152016,33,0540,000,SOUTHERN VALLEY SCHOOLS,-1.0000,12/02/2016
DI,20102011,34,0001,000,SOUTHERN SCHOOL DIST 1,-1.0000,11/09/2012
DI,20112012,34,0001,000,SOUTHERN SCHOOL DIST 1,-1.0000,11/09/2012
DI,20132014,34,0001,000,SOUTHERN SCHOOL DIST 1,-1.0000,11/17/2014
DI,20142015,34,0001,000,SOUTHERN SCHOOL DIST 1,-1.0000,11/13/2015
DI,20152016,34,0001,000,SOUTHERN SCHOOL DIST 1,-1.0000,12/02/2016
DI,20102011,34,0015,000,BEATRICE PUBLIC SCHOOLS,0.0186,11/09/2012
DI,20112012,34,0015,000,BEATRICE PUBLIC SCHOOLS,0.0185,11/09/2012
DI,20132014,34,0015,000,BEATRICE PUBLIC SCHOOLS,0.0102,11/17/2014
DI,20142015,34,0015,000,BEATRICE PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,34,0015,000,BEATRICE PUBLIC SCHOOLS,0.0145,12/02/2016
DI,20102011,34,0034,000,FREEMAN PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,34,0034,000,FREEMAN PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,34,0034,000,FREEMAN PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,34,0034,000,FREEMAN PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,34,0034,000,FREEMAN PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,34,0100,000,DILLER-ODELL PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,34,0100,000,DILLER-ODELL PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,34,0100,000,DILLER-ODELL PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,34,0100,000,DILLER-ODELL PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,34,0100,000,DILLER-ODELL PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,35,0001,000,GARDEN COUNTY SCHOOLS,-1.0000,11/09/2012
DI,20112012,35,0001,000,GARDEN COUNTY SCHOOLS,-1.0000,11/09/2012
DI,20132014,35,0001,000,GARDEN COUNTY SCHOOLS,-1.0000,11/17/2014
DI,20142015,35,0001,000,GARDEN COUNTY SCHOOLS,-1.0000,11/13/2015
DI,20152016,35,0001,000,GARDEN COUNTY SCHOOLS,-1.0000,12/02/2016
DI,20102011,36,0100,000,BURWELL PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,36,0100,000,BURWELL PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,36,0100,000,BURWELL PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,36,0100,000,BURWELL PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,36,0100,000,BURWELL PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,37,0030,000,ELWOOD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,37,0030,000,ELWOOD PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,37,0030,000,ELWOOD PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,37,0030,000,ELWOOD PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,37,0030,000,ELWOOD PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,38,0011,000,HYANNIS AREA SCHOOLS,-1.0000,11/09/2012
DI,20112012,38,0011,000,HYANNIS AREA SCHOOLS,-1.0000,11/09/2012
DI,20132014,38,0011,000,HYANNIS AREA SCHOOLS,-1.0000,11/17/2014
DI,20142015,38,0011,000,HYANNIS AREA SCHOOLS,-1.0000,11/13/2015
DI,20152016,38,0011,000,HYANNIS AREA SCHOOLS,-1.0000,12/02/2016
DI,20102011,39,0010,000,GREELEY-WOLBACH PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,39,0010,000,GREELEY-WOLBACH PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,39,0010,000,GREELEY-WOLBACH PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20102011,39,0055,000,SPALDING PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,39,0055,000,SPALDING PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,39,0055,000,SPALDING PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,39,0060,000,CENTRAL VALLEY PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,39,0060,000,CENTRAL VALLEY PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,39,0501,000,NORTH LOUP SCOTIA PUBLIC SCHS,-1.0000,11/09/2012
DI,20112012,39,0501,000,NORTH LOUP SCOTIA PUBLIC SCHS,-1.0000,11/09/2012
DI,20132014,39,0501,000,NORTH LOUP SCOTIA PUBLIC SCHS,-1.0000,11/17/2014
DI,20102011,40,0002,000,GRAND ISLAND PUBLIC SCHOOLS,0.0241,11/09/2012
DI,20112012,40,0002,000,GRAND ISLAND PUBLIC SCHOOLS,0.0126,11/09/2012
DI,20132014,40,0002,000,GRAND ISLAND PUBLIC SCHOOLS,0.0187,11/17/2014
DI,20142015,40,0002,000,GRAND ISLAND PUBLIC SCHOOLS,0.0158,11/13/2015
DI,20152016,40,0002,000,GRAND ISLAND PUBLIC SCHOOLS,0.0192,12/02/2016
DI,20102011,40,0082,000,NORTHWEST PUBLIC SCHOOLS,0.0122,11/09/2012
DI,20112012,40,0082,000,NORTHWEST PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,40,0082,000,NORTHWEST PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,40,0082,000,NORTHWEST PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,40,0082,000,NORTHWEST PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,40,0083,000,WOOD RIVER RURAL SCHOOLS,-1.0000,11/09/2012
DI,20112012,40,0083,000,WOOD RIVER RURAL SCHOOLS,-1.0000,11/09/2012
DI,20132014,40,0083,000,WOOD RIVER RURAL SCHOOLS,-1.0000,11/17/2014
DI,20142015,40,0083,000,WOOD RIVER RURAL SCHOOLS,-1.0000,11/13/2015
DI,20152016,40,0083,000,WOOD RIVER RURAL SCHOOLS,-1.0000,12/02/2016
DI,20102011,40,0126,000,DONIPHAN-TRUMBULL PUBLIC SCHS,-1.0000,11/09/2012
DI,20112012,40,0126,000,DONIPHAN-TRUMBULL PUBLIC SCHS,-1.0000,11/09/2012
DI,20132014,40,0126,000,DONIPHAN-TRUMBULL PUBLIC SCHS,-1.0000,11/17/2014
DI,20142015,40,0126,000,DONIPHAN-TRUMBULL PUBLIC SCHS,-1.0000,11/13/2015
DI,20152016,40,0126,000,DONIPHAN-TRUMBULL PUBLIC SCHS,-1.0000,12/02/2016
DI,20102011,41,0002,000,GILTNER PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,41,0002,000,GILTNER PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,41,0002,000,GILTNER PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,41,0002,000,GILTNER PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,41,0002,000,GILTNER PUBLIC SCHOOLS,-1.0000,12/02/2016
DI,20102011,41,0091,000,HAMPTON PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20112012,41,0091,000,HAMPTON PUBLIC SCHOOLS,-1.0000,11/09/2012
DI,20132014,41,0091,000,HAMPTON PUBLIC SCHOOLS,-1.0000,11/17/2014
DI,20142015,41,0091,000,HAMPTON PUBLIC SCHOOLS,-1.0000,11/13/2015
DI,20152016,41,0091,000,HAMPTON PUBLIC SCHOOLS,-1.0000,12/02/2016
